Event,Team,Driver,PitStopCount,AvgPitDuration,TotalPitDuration,MostFrequentCompound,AvgTyreLife,AvgLapTime
Japan,Mercedes,RUS,1,23.922,23.922,MEDIUM,24.0,101.402
Japan,Ferrari,SAI,2,23.116500000000002,46.233000000000004,MEDIUM,19.0,101.612
Japan,Williams,SAR,4,2.398500000000002,9.594000000000008,MEDIUM,6.0,115.12366666666667
Japan,Aston Martin,STR,1,23.391,23.391,MEDIUM,10.0,112.213
Japan,AlphaTauri,TSU,2,23.031,46.062,MEDIUM,16.5,102.54650000000001
Japan,Red Bull Racing,VER,2,23.9845,47.969,MEDIUM,18.5,100.71799999999999
Japan,Alfa Romeo,ZHO,3,29.691666666666666,89.075,SOFT,9.666666666666666,118.73733333333332
United States,Williams,ALB,2,24.39,48.78,HARD,16.0,103.0325
United States,Aston Martin,ALO,2,25.0075,50.015,MEDIUM,16.333333333333332,104.15966666666667
United States,Alfa Romeo,BOT,2,24.921,49.842,HARD,14.0,104.18350000000001
United States,Alpine,GAS,2,24.413,48.826,MEDIUM,18.5,103.1485
United States,Mercedes,HAM,2,24.788,49.576,HARD,19.0,102.98249999999999
United States,Haas F1 Team,HUL,2,25.523000000000003,51.04600000000001,HARD,17.0,103.8425
United States,Ferrari,LEC,1,23.984,23.984,MEDIUM,23.0,103.57
United States,Haas F1 Team,MAG,2,24.875,49.75,HARD,14.5,104.378
United States,McLaren,NOR,2,23.7575,47.515,HARD,17.0,102.362
United States,Alpine,OCO,0,,0.0,MEDIUM,6.0,110.982
United States,Red Bull Racing,PER,2,24.0155,48.031,MEDIUM,18.5,102.7615
United States,McLaren,PIA,0,,0.0,MEDIUM,10.0,128.29
United States,AlphaTauri,RIC,2,25.421,50.842,HARD,23.5,104.082
United States,Mercedes,RUS,2,24.241999999999997,48.483999999999995,HARD,19.5,103.182
United States,Ferrari,SAI,2,23.726,47.452,MEDIUM,17.5,102.7425
United States,Williams,SAR,2,25.304499999999997,50.608999999999995,HARD,16.0,103.7615
United States,Aston Martin,STR,2,24.1795,48.359,HARD,20.0,102.868
United States,AlphaTauri,TSU,3,23.999666666666666,71.999,MEDIUM,18.0,102.50333333333333
United States,Red Bull Racing,VER,2,24.375,48.75,MEDIUM,17.5,102.174
United States,Alfa Romeo,ZHO,2,25.203000000000003,50.406000000000006,HARD,13.5,105.798
Mexico,Williams,ALB,2,-49.937,-99.874,HARD,17.0,106.537
Mexico,Aston Martin,ALO,2,626.3565,1252.713,HARD,18.333333333333332,104.62399999999998
Mexico,Alfa Romeo,BOT,2,626.5435,1253.087,HARD,17.0,110.41
Mexico,Alpine,GAS,2,624.1135,1248.227,HARD,17.0,111.8015
Mexico,Mercedes,HAM,2,617.52,1235.04,HARD,17.0,86.973
Mexico,Haas F1 Team,HUL,2,621.4345,1242.869,HARD,17.0,110.6755
Mexico,Ferrari,LEC,2,616.3405,1232.681,HARD,17.0,87.924
Mexico,Haas F1 Team,MAG,1,23.656,23.656,MEDIUM,23.0,88.228
Mexico,McLaren,NOR,3,-26.093333333333334,-78.28,HARD,11.333333333333334,114.35433333333333
Mexico,Alpine,OCO,1,1226.431,1226.431,HARD,34.0,136.517
Mexico,Red Bull Racing,PER,0,,0.0,MEDIUM,1.0,103.446
Mexico,McLaren,PIA,2,621.4345,1242.869,HARD,17.0,114.69149999999999
Mexico,AlphaTauri,RIC,2,619.7315,1239.463,HARD,17.0,113.97149999999999
Mexico,Mercedes,RUS,2,620.2155,1240.431,HARD,17.0,116.50399999999999
Mexico,Ferrari,SAI,2,618.755,1237.51,HARD,17.0,87.64
Mexico,Williams,SAR,2,625.8325,1251.665,MEDIUM,23.666666666666668,111.4675
Mexico,Aston Martin,STR,2,626.1529999999999,1252.3059999999998,HARD,24.333333333333332,110.27733333333333
Mexico,AlphaTauri,TSU,2,624.0514999999999,1248.1029999999998,HARD,17.0,113.20750000000001
Mexico,Red Bull Racing,VER,3,-35.666333333333334,-106.999,HARD,11.333333333333334,91.2445
Mexico,Alfa Romeo,ZHO,2,626.231,1252.462,HARD,17.0,113.08850000000001
Brazil,Aston Martin,ALO,4,-13.926250000000003,-55.70500000000001,SOFT,14.25,107.29475
Brazil,Alfa Romeo,BOT,3,-26.249666666666666,-78.749,SOFT,10.0,113.27275
Brazil,Alpine,GAS,4,-13.305,-53.22,SOFT,13.5,112.06700000000001
Brazil,Mercedes,HAM,4,-14.304749999999999,-57.218999999999994,SOFT,14.0,107.35849999999999
Brazil,Haas F1 Team,HUL,4,-7.078249999999998,-28.31299999999999,SOFT,13.0,114.76275000000001
Brazil,McLaren,NOR,4,-14.081749999999998,-56.32699999999999,SOFT,16.5,106.25375
Brazil,Alpine,OCO,5,-5.512199999999999,-27.560999999999996,SOFT,12.8,104.5358
Brazil,Red Bull Racing,PER,4,-13.765250000000002,-55.06100000000001,SOFT,14.0,109.602
Brazil,McLaren,PIA,4,382.47574999999995,1529.9029999999998,MEDIUM,14.5,100.57133333333333
Brazil,AlphaTauri,RIC,4,380.2845,1521.138,SOFT,15.5,103.08133333333332
Brazil,Mercedes,RUS,4,-13.6325,-54.53,SOFT,14.0,108.1348
Brazil,Ferrari,SAI,4,-12.6795,-50.718,SOFT,15.0,110.12525
Brazil,Williams,SAR,4,-10.19175,-40.767,MEDIUM,11.25,114.4265
Brazil,Aston Martin,STR,4,-13.910249999999998,-55.64099999999999,SOFT,14.0,107.8035
Brazil,AlphaTauri,TSU,4,-12.566250000000002,-50.26500000000001,SOFT,15.5,111.16675000000001
Brazil,Red Bull Racing,VER,4,-14.87875,-59.515,SOFT,16.5,105.6965
Brazil,Alfa Romeo,ZHO,3,-25.72333333333333,-77.16999999999999,SOFT,5.75,115.94125
Abu Dhabi,Williams,ALB,2,22.0935,44.187,HARD,22.0,93.2285
Abu Dhabi,Aston Martin,ALO,2,22.0775,44.155,HARD,18.5,92.713
Abu Dhabi,Alfa Romeo,BOT,1,22.625,22.625,HARD,29.0,94.094
Abu Dhabi,Alpine,GAS,2,23.241999999999997,46.483999999999995,HARD,16.0,93.636
Abu Dhabi,Mercedes,HAM,2,22.109,44.218,HARD,17.5,92.4875
Abu Dhabi,Haas F1 Team,HUL,2,22.0155,44.031,HARD,16.5,93.08699999999999
Abu Dhabi,Ferrari,LEC,2,21.609,43.218,HARD,17.5,91.9555
Abu Dhabi,Haas F1 Team,MAG,2,22.406,44.812,HARD,11.0,94.10900000000001
Abu Dhabi,McLaren,NOR,2,22.835500000000003,45.67100000000001,HARD,16.5,91.9195
Abu Dhabi,Alpine,OCO,1,22.047,22.047,MEDIUM,15.0,93.667
Abu Dhabi,Red Bull Racing,PER,2,21.367,42.734,HARD,21.0,92.107
Abu Dhabi,McLaren,PIA,2,21.3825,42.765,HARD,18.0,92.28049999999999
Abu Dhabi,AlphaTauri,RIC,2,21.7425,43.485,HARD,15.5,92.77799999999999
Abu Dhabi,Mercedes,RUS,2,21.9605,43.921,HARD,17.0,91.7165
Abu Dhabi,Ferrari,SAI,3,-15.436999999999998,-46.31099999999999,HARD,19.0,98.62933333333332
Abu Dhabi,Williams,SAR,2,22.038,44.076,HARD,21.0,93.776
Abu Dhabi,Aston Martin,STR,2,21.734499999999997,43.468999999999994,HARD,22.0,92.2775
Abu Dhabi,AlphaTauri,TSU,1,21.437,21.437,MEDIUM,22.0,92.567
Abu Dhabi,Red Bull Racing,VER,2,21.39,42.78,HARD,21.5,91.9745
Abu Dhabi,Alfa Romeo,ZHO,2,22.5935,45.187,HARD,18.5,93.4175
